Date,Close,Volume,tic,OPM,NPM,ROA,EPS,BPS,cur_ratio,quick_ratio,cash_ratio,inv_turnover,acc_rec_turnover,acc_pay_turnover,debt_ratio
2000-03-31,64.7813880443573,28573316800,AAPL,0.0704601871300362,0.0949016612564445,0.0709290709290709,2.57,24.98770592574379,2.6508364813815435,2.454937938478144,1.947652455477604,376.1,5.571276595744681,3.385238523852385,0.3984586841729698
2000-06-30,59.976702094078064,26575360000,AAPL,0.0773470839260312,0.093705547652916,0.0760242354298903,1.9,12.394328040243083,2.7533368926855317,2.5589962626801923,2.0427122263748,804.8,5.815925542916236,3.869230769230769,0.3975764570109636
2000-09-30,60.186940252780914,25899787200,AAPL,0.0876819892033371,0.1007688532635367,0.0905482875202116,2.42,12.008567760078884,2.8075530263838595,2.5763062596999484,2.083290222452147,131.75757575757575,6.414480587618049,3.7579948141745896,0.3962957518741731
2000-12-31,20.758370012044907,39253132800,AAPL,0.0748226950354609,0.1069148936170212,0.1007350484463748,-0.58,10.741166556137005,3.00916310323763,2.752596212583995,2.483200977397679,191.28571428571428,12.789115646258503,6.306122448979592,0.379886401603742
2001-03-31,21.726254105567932,31532289600,AAPL,-0.0357294768183751,0.0372182050191407,0.0285481239804241,-0.44,10.786602451080824,2.977715877437326,2.6635097493036213,2.308635097493036,364.6,7.381475667189953,3.793964620187305,0.3902120717781402
2001-06-30,25.432147949934006,26265691200,AAPL,-0.0798514391829155,0.0041782729805013,0.0029649151704826,-0.26,11.007949234465324,3.251548946716233,2.9838909541511773,2.613382899628253,179.6315789473684,7.2040133779264215,4.029515938606847,0.3645198484598912
2001-09-30,20.153752118349075,19315984800,AAPL,-0.0986455405060056,-0.0232558139534883,-0.0151137684769971,-0.07,11.17057351776178,3.388010540184453,3.1633728590250327,2.856389986824769,276.6363636363636,8.396995708154506,3.799001248439451,0.3489453579139678
2001-12-31,22.231072068214417,17543831200,AAPL,0.0199724517906336,0.0390266299357208,0.0277687030382228,0.11,11.252372616389424,3.338822039265358,3.081063964534516,2.765674477517416,131.3913043478261,8.74698795180723,3.640963855421687,0.3521724926494609
2002-03-31,25.216611951589584,21671384000,AAPL,0.0267441860465116,0.0383720930232558,0.0263409961685823,0.22,11.336261067257862,3.1679344645991807,2.898186073727326,2.521357519016969,112.42307692307692,6.6770186335403725,2.961499493414387,0.3591954022988505
2002-06-30,26.107144117355347,21107010400,AAPL,0.0233796296296296,0.0333333333333333,0.0228825679326235,0.31,11.33048167086985,3.168218859138533,2.8707799767171127,2.506402793946449,87.20588235294117,6.900958466453674,3.2798672566371683,0.3538852693468933
2002-09-30,17.568755984306335,18561939200,AAPL,0.0141893463596185,0.025587345894394,0.0174658621784693,0.18,11.407988098919375,3.249698431845597,2.9565741857659837,2.615802171290712,66.4888888888889,7.608849557522124,3.2843029637760703,0.3497935852651635
2002-12-31,17.23499697446823,15673593600,AAPL,0.0059537439890084,0.0061827341424318,0.0043069070027117,-0.02,11.425177026400595,3.375548589341693,3.1680250783699058,2.7974921630094043,70.36363636363636,7.38917089678511,3.789473684210526,0.3434359546977189
2003-03-31,15.879106730222702,14188540800,AAPL,-0.003683241252302,-0.0048342541436464,-0.0033013677094796,0.02,11.322819351926574,2.72446437468859,2.5645241654210262,2.255107125062282,74.97560975609755,6.995169082125604,3.337676438653637,0.3493161452601792
2003-06-30,18.672857001423836,24700222400,AAPL,-0.0068337129840546,-0.008883826879271,-0.0060549604098742,0.07,11.43891027894265,2.7387654320987656,2.577283950617284,2.2444444444444445,81.36842105263158,6.513353115727003,3.513636363636364,0.3482378512653314
2003-09-30,23.998212963342667,14873320000,AAPL,-0.0013357079252003,0.0055654496883348,0.0036683785766691,0.19,11.515377924177931,2.4976665252439543,2.340263046245227,1.9372083156554945,56.35714285714285,4.728421052631579,2.734835355285962,0.3803374908290535
2003-12-31,24.901251941919327,17468169600,AAPL,0.0082365364308342,0.0162618796198521,0.0110457610098981,0.17,11.74202261085093,2.5310663308144417,2.341729638958858,2.0113350125944582,37.651685393258425,6.016518424396442,3.088479262672811,0.3788552574953378
2004-03-31,26.640713065862656,24475948000,AAPL,0.0216483099126471,0.0239270793771363,0.0187082405345211,0.3,12.042214802000776,2.9212121212121214,2.703030303030303,2.32020202020202,59.68253968253968,6.947229551451187,3.7941473259334,0.3333333333333333
2004-06-30,31.74249893426895,22461684000,AAPL,0.0296625222024866,0.0271758436944937,0.0211823342101619,0.46,12.49247128704646,2.916937354988399,2.699767981438515,2.3044083526682133,55.69444444444444,6.607981220657277,3.779453345900094,0.3337948220960819
2004-09-30,37.96321713924408,25381451200,AAPL,0.0364311013661663,0.0286726260752234,0.0211180124223602,0.74,12.967372088983351,2.6324626865671643,2.430597014925373,2.038805970149254,41.52475247524752,5.6466666666666665,2.890420399724328,0.3694409937888199
2004-12-31,63.52482211589813,49482585600,AAPL,0.0438386736808544,0.0339550454328072,0.0227515488143559,0.75,14.312234117498749,2.581265508684864,2.371277915632754,2.0,28.416666666666668,5.240601503759399,2.5521013241220496,0.3815424054689169
2005-03-31,86.131786942482,61833111200,AAPL,0.0784313725490196,0.0588235294117647,0.0456928098110968,0.73,7.758125318142667,2.6870525059665877,2.475835322195704,2.1053102625298328,33.79878048780488,6.323671497584541,3.12633953750705,0.3684106418751854
2005-06-30,86.57535481452942,43561008400,AAPL,0.102719365848288,0.0756358031487394,0.0655034324942791,1.12,8.23811174411007,3.0022414345180914,2.7624079410822926,2.409862311879603,32.97409326424871,8.24977293369664,4.159477124183007,0.3496376811594203
2005-09-30,104.50106871128082,31842823600,AAPL,0.1195747586072369,0.0877791865795376,0.0779153320058869,1.64,8.941113914773197,2.9563719862227327,2.7477037887485647,2.3711251435132032,43.13939393939394,7.814786585365853,4.001124227093873,0.353649034715609
2005-12-31,142.87607443332672,45164039200,AAPL,0.1187625706349966,0.0989368834402835,0.0728439461250969,0.68,9.909923759810884,2.4035573122529645,2.197628458498024,1.7207509881422924,29.74180327868853,4.326978864484045,2.5058701657458564,0.4090684718990198
2006-03-31,155.35249543190002,63831700800,AAPL,0.1230400865065266,0.1013362168842202,0.0943138523470634,1.17,10.223884463746543,2.5327648114901256,2.2912926391382404,1.8460502692998204,44.87745098039216,6.52570564516129,4.342979127134725,0.375889583782618
2006-06-30,144.0674991607666,53664685200,AAPL,0.1230233570288698,0.1017699115044247,0.0928278417361386,1.72,10.938020230061852,2.486760899860641,2.2436790762492533,1.826796735018913,45.713615023474176,6.583572110792741,3.8746518105849583,0.3826915442635966
2006-09-30,148.97392988204956,53088946400,AAPL,0.1274347285536676,0.0999447437491366,0.0841034582970066,2.36,11.67360215512655,2.2421573172616287,2.0020089630659865,1.5623551228558183,37.52962962962963,5.088927943760984,2.989085545722714,0.4197035745422842
2006-12-31,186.3728539943695,45113633600,AAPL,0.1255344242960342,0.1049683031107179,0.0731719849956323,1.17,13.052474948269047,2.27122802235246,2.0419790104947526,1.6176911544227883,30.887788778877887,4.357854159974301,2.409009009009009,0.4230512306664611
2007-03-31,192.84750247001648,56850780000,AAPL,0.1529224359759833,0.123636809214557,0.1078509967398856,2.06,14.179599002189216,2.922333637192343,2.59690063810392,2.2929808568824064,53.69230769230769,9.79124175164967,4.647523928422805,0.344717011383678
2007-06-30,243.6935679912567,54104349600,AAPL,0.1693773234200743,0.1345260223048327,0.1069894211669053,3.01,15.42175106596929,2.6809210526315788,2.383867276887872,1.9689645308924488,45.9203187250996,5.934505342985178,3.1491803278688524,0.3807917956298794
2007-09-30,305.14428329467773,69310595200,AAPL,0.1882624093540952,0.1457080218112316,0.1022606225588827,4.04,16.65885233667573,2.361114098290139,2.087858909560168,1.6545865146789978,33.23988439306358,4.41523951352693,2.3140845070422533,0.4266777133388567
2007-12-31,408.1985731124878,66730260800,AAPL,0.1827600497306258,0.1475341898052217,0.0829588202004061,1.81,19.12525081689769,2.485904129093498,2.1708590412909348,1.7511153298528714,23.342047930283226,3.8197648123021257,1.9966455460305628,0.4405938946036818
2008-03-31,303.12357091903687,82967116400,AAPL,0.199058158700259,0.1555450906522251,0.1083981490597617,2.99,20.48146706889138,2.7751712684243306,2.394436371185385,2.0186838281087813,37.19230769230769,5.866022099447513,3.259027443428021,0.4075350333103607
2008-06-30,396.72392988204956,60850991600,AAPL,0.1928696919055577,0.1512619445515704,0.1113248604497146,4.2,22.153052734019987,3.037318290301584,2.6056628335864613,2.2536341939683227,27.754128440366973,7.1916795069337445,4.106978007059462,0.3811851524803683
2008-09-30,366.037145614624,56903078400,AAPL,0.1965912788805727,0.1504230393752033,0.0934499140806631,5.48,23.673741396739484,2.461680386034629,2.07167187056486,1.7378654555776327,31.11787819253438,5.226190476190476,2.8693840579710144,0.468563630850096
2008-12-31,216.99714517593384,85260019600,AAPL,0.1814087709326221,0.1422325215338201,0.0760277654427746,2.54,25.728452463177284,2.382801382394796,1.9692349393508168,1.7379548688757878,37.09848484848485,6.701142689715793,3.1158006362672324,0.4645803631944282
2009-03-31,203.85785245895386,47397789600,AAPL,0.2178861191673703,0.1638459561657917,0.1032217776441473,4.35,27.257173353425,2.461857319467675,2.0397789251690788,1.818994982183114,54.40384615384615,8.972002635046113,4.269114688128773,0.4377269468279482
2009-06-30,291.1800000667572,33954396000,AAPL,0.237915381683357,0.1736373401711771,0.1040922309929372,6.4,28.90140499143162,2.110917712022088,1.7046995978632735,1.4538142968609329,46.060526315789474,6.904066985645933,3.6058920477956327,0.4622351474864977
2009-09-30,375.37178230285645,29096580800,AAPL,0.2624275197081243,0.1857775750863248,0.1200606303025199,9.22,35.163135164691056,2.7424821832087605,2.4787936728663307,2.0392838519033547,39.67032967032967,6.070397468855052,3.222638814497411,0.3339087598155828
2009-12-31,450.9174962043762,32804920400,AAPL,0.2784528605962933,0.1927477840451249,0.1108927048177131,3.74,39.466744346682376,2.5450103077040542,2.2659387646025806,1.8932579980148123,30.80555555555556,6.356279450932186,2.725234219013976,0.3367206913177317
2010-03-31,459.3628568649292,38099247200,AAPL,0.2934563044864979,0.2056665957899213,0.1356187671977145,7.12,43.25686318483437,2.644206394635702,2.271976449423501,1.8934499959113584,33.74764890282132,8.127889392957442,3.8000352982703847,0.3103738366896261
2010-06-30,573.162504196167,47101037200,AAPL,0.2993065790427408,0.2170625045301892,0.1388026264967168,10.69,47.19414285120013,2.308032282859339,1.9656033820138357,1.555726364335127,25.07430997876858,6.468041881543991,2.7889951588145,0.3339358825801468
2010-09-30,594.0689287185669,37108744400,AAPL,0.2882670112740074,0.2162336794260505,0.1290850325206496,15.41,52.17528958371999,2.01129234629862,1.7152784480262524,1.2363671460283756,24.74976213130352,4.522571543732366,2.164960466084062,0.3643376827208278
2010-12-31,711.9878606796265,28715898400,AAPL,0.2757256469258407,0.2146663437083686,0.1226049664522376,6.53,59.3527933249008,1.846060096658962,1.5907123345240597,1.1337255725992856,33.277966101694915,4.556005149898842,2.0593664778686804,0.3697862627101058
2011-03-31,765.4414281845093,31443944000,AAPL,0.2788608562691131,0.2160582313965341,0.1429339121638708,13.02,66.4850531106098,1.931886381386936,1.6577876433592305,1.2017100341184692,40.73118279569893,5.658765209553853,2.7621408779349568,0.3522190845485964
2011-06-30,759.6278562545776,25429740000,AAPL,0.2947415367033212,0.2271605970648492,0.1526723992581352,20.91,74.81141520588972,1.7460813879891284,1.4842697047544584,1.0571875349045012,47.92350956130484,6.254990846482434,2.790045841519319,0.350465538882332
2011-09-30,869.7378625869751,38773994000,AAPL,0.3135823153577814,0.2413008414708861,0.1658402866693592,28.05,82.44581540272706,1.6084376117268502,1.346764390418305,0.9278512692170182,59.626288659793815,6.825894000170692,3.162247129579005,0.3416315061312526
2011-12-31,881.2317810058594,28411661600,AAPL,0.3185331501202336,0.24436865092997,0.1436245772672536,14.03,96.60228230856865,1.5826566879533042,1.3477042216892536,0.8713844019995954,37.64563106796116,4.944673622907062,2.5536468909500027,0.3506392368096567
2012-03-31,1115.2910747528076,33812746800,AAPL,0.3433907767460794,0.261645375772966,0.1788530085997853,26.48,109.6256398518902,1.5829691596953428,1.3206080659258337,0.8908103383693345,52.10889292196007,7.493209383397487,3.37569807771442,0.3209084765526654
2012-06-30,1307.4528522491455,34561161600,AAPL,0.3641301004490768,0.2751496190317166,0.1922023867989392,35.89,119.22549201614056,1.5711736237144585,1.2689655172413794,0.8364791288566243,54.490196078431374,7.958385788222129,3.637434554973822,0.3140040271093213
2012-09-30,1441.2228679656982,26384862000,AAPL,0.367481873537854,0.2779943919961507,0.1903285169029444,44.64,125.86136404289572,1.4958486845519174,1.240750350267241,0.7557729230449899,80.8912768647282,6.4488551251872455,3.02172373081464,0.328596419483824
2012-12-31,1279.3342819213867,37205434000,AAPL,0.3440072611754027,0.2602132970274563,0.1462047652074578,13.93,135.62264303659424,1.543292305723245,1.3087736513150878,0.8494208494208494,41.00343642611684,5.116327667874059,2.260019698462005,0.3505670923258945
2013-03-31,998.9450025558472,31644334400,AAPL,0.3165472785077409,0.2400379279846375,0.1546910543639566,24.09,144.12388548379204,1.7837388757463106,1.477779655288949,1.1022023206038076,57.5437751004016,9.410692861427714,4.804318669527897,0.3042625408872206
2013-06-30,984.5553560256958,27429556000,AAPL,0.3036373535400243,0.2300698831303465,0.1543511328156272,31.67,135.78632427826983,1.8783281478014264,1.543517167322889,1.17310498637077,45.96935769004125,9.966624544711216,5.027713328177366,0.3827856056360579
2013-09-30,1061.1325006484985,23227394400,AAPL,0.2920382499737706,0.22126380791079,0.1426328502415459,40.03,137.39681254608195,1.6786385084062485,1.4015071693618582,0.928718676989326,44.23526077097506,6.464706167336854,3.4886663388027004,0.4031449275362319
2013-12-31,1209.0810680389404,20120284800,AAPL,0.2731060671145552,0.2058368700493135,0.1063974349864999,14.59,145.31283090200316,1.4942996894121148,1.225780654280347,0.7571463110714353,32.03817153628652,4.619334867846654,2.2977220494795185,0.4240976268296149
2014-03-31,1160.3171463012695,19648020000,AAPL,0.2814194448918237,0.2107846520795465,0.1334246003427367,26.31,139.46004908644667,1.632591186817256,1.3231346047028327,0.956998703943714,41.56752323674139,8.242035398230088,4.01961509992598,0.4165756423886712
2014-06-30,1340.6010761260986,16998468400,AAPL,0.2919864688157371,0.2189365512536244,0.1384459823836059,5.06,20.193111868069888,1.4705984200844064,1.182685856509036,0.8182014933448761,50.96235884567127,8.35532331809275,3.955880204528853,0.4564982922883336
2014-09-30,1570.6149997711182,13994332000,AAPL,0.2938608962693357,0.2206764672429481,0.1338989557408373,6.49,19.01533217380157,1.0801128483167317,0.8242340184087756,0.3952370445088892,37.97584083372809,5.168154597891179,2.654888064644324,0.5188600709975457
2014-12-31,1741.1400032043457,13017132000,AAPL,0.2798699690897037,0.2111644475683101,0.1009492390050936,3.08,21.167032443083823,1.1330235970167502,0.8482292048742716,0.441007458124465,30.971528690319754,4.176708033093141,1.8606878766348252,0.5290919226862777
2015-03-31,1841.849998474121,14321762800,AAPL,0.2964113808269652,0.2221090597713974,0.1310864721241682,5.43,22.38802084869907,1.1560046995521804,0.8728226259599176,0.5635376049311244,36.38522537562604,8.486787051310284,3.764368064251479,0.5060912578390009
2015-06-30,2015.024990081787,11315577200,AAPL,0.3072648398690566,0.2292653892818716,0.1466588077656681,7.3,22.02772811722228,1.0868193306272498,0.8364861759975492,0.5315616144596768,48.14054848188051,8.777414979655397,3.7131902999169,0.5398991766458845
2015-09-30,1876.855001449585,15486588000,AAPL,0.3106621884158188,0.2319799795844446,0.1455182646594074,9.28,21.394566133327647,1.1087706239920605,0.8924947277012778,0.5160774097506513,42.99616858237548,6.005141218732492,2.8458157227387995,0.5891097118896719
2015-12-31,1828.78999710083,11140271600,AAPL,0.2952814299001986,0.2222906558737022,0.1205998281529166,3.3,23.1341510945918,1.0016690322241495,0.8239368133312306,0.5003679756084739,35.31170950632395,6.462613216360018,2.598132804995197,0.5626525824797807
2016-03-31,1519.739995956421,11315040800,AAPL,0.2965992178200986,0.2276370231819985,0.1315592068842395,5.22,23.8127746444886,1.2831172636050685,1.1002270563246173,0.8098293415366586,42.59929855326611,8.899818401937045,3.871583393099052,0.5726602397167163
2016-06-30,1590.420000076294,10210211600,AAPL,0.2944661803339685,0.2255076614312613,0.1308924679812305,6.66,23.4632168680172,1.3115994740228856,1.1302632683322609,0.8638894328959517,53.78918623702894,9.315303014389244,3.742229652709173,0.5859287570107525
2016-09-30,1693.8575019836426,9135694800,AAPL,0.2836143819209576,0.2179815619446145,0.1140024744626747,8.35,24.03392248292126,1.352669417512594,1.2208439865326683,0.8499987342733464,44.26829268292683,5.742141370012629,2.530701989596181,0.6013224075651412
2016-12-31,1786.034999847412,8068964000,AAPL,0.2565197793470561,0.1955111006174562,0.0825207388997436,3.38,25.191121628078275,1.228242006418638,1.0510994888862475,0.7185546178533222,28.899705014749262,4.9957822497051145,2.035211633341989,0.600200518812228
2017-03-31,2041.544994354248,6798876000,AAPL,0.2699017074378882,0.2070947296805342,0.1037299869668671,5.5,25.75619763668129,1.3906083826456874,1.1959450246789016,0.914905511166862,32.7852233676976,8.129293615369688,3.3389913554754487,0.5991952937237693
2017-06-30,2329.037483215332,6845856000,AAPL,0.2763463017759785,0.2129938966529851,0.1098985146578672,7.18,25.61520002197385,1.388342230203439,1.2224914516248062,0.944121915820029,32.31150667514304,7.869344291269,3.185085383048724,0.6163518004015378
2017-09-30,2443.9125061035156,7053820000,AAPL,0.2729840649854235,0.2130536922249582,0.1002800284557936,9.27,26.14938431013532,1.2760628484139107,1.0896700855039974,0.7358204217668181,20.7470648815654,4.952064586662181,2.053599461762727,0.6428451530564666
2017-12-31,2632.58500289917,6544554000,AAPL,0.2517513570117243,0.2018782765454027,0.0748781938769991,3.92,27.58926183635988,1.2420112619615158,1.1059177116799668,0.6663298441980171,19.38543315991857,2.964360792942887,1.360689052949115,0.6553562736913524
2018-03-31,2625.9175033569336,9205205600,AAPL,0.2692828000858922,0.2120249087395319,0.1074715239644954,6.69,25.666753383683147,1.456034482758621,1.235423197492163,0.984549932825795,14.012790394152963,8.313102463405926,3.129200547929236,0.6547556203775762
2018-06-30,2902.3450050354004,7259020400,AAPL,0.2736907761535377,0.2207871926498324,0.1277244649868126,9.07,23.73548834307918,1.3073248407643312,1.0992569002123145,0.8014861995753716,19.672506738544477,7.661432851670649,3.034009717062018,0.670819050564581
2018-09-30,3280.7250175476074,7091929200,AAPL,0.2694076331504156,0.2242725687670096,0.1241533939435368,12.01,22.53360998328912,1.1238426916297295,0.9865658104153476,0.5673249704790101,29.522497472194136,4.132237983467701,2.0897330375035787,0.7070285050242668
2018-12-31,3054.115005493164,10599989600,AAPL,0.2506861848124428,0.2228886403939773,0.1056034079080806,4.22,24.9253510135623,1.3005550271049011,1.139680282223433,0.7981585290396461,20.292101042502004,4.78802628376734,2.2851692140970354,0.684543734731175
2019-03-31,2587.3724937438965,7806437600,AAPL,0.2588906257022857,0.2277728114902691,0.1333604290083567,6.7,22.97666043595316,1.3153819903595956,1.1343471398711769,0.8541142345262979,23.571867321867323,7.620024354973742,3.781657523897119,0.6904660261171118
2019-06-30,3069.5600051879883,7043172000,AAPL,0.2576635400170544,0.2224436593982214,0.1416681407278448,8.92,21.286160222183234,1.504648622135022,1.352827075715687,1.0577008829037724,35.20119225037258,7.751945304827378,4.056328353082604,0.7006693789392345
2019-09-30,3345.9324989318848,6790001600,AAPL,0.2462857026318741,0.2119469342388367,0.1228006947972917,11.97,20.365337335221447,1.540125617208044,1.384664863126431,0.951399004899828,27.444471505114468,4.282027770500393,2.4372134267670216,0.7326921031797611
2019-12-31,4117.259990692139,6615331600,AAPL,0.2307692307692307,0.2006721102670245,0.1036087347116124,5.04,20.41775077030367,1.5977819324399722,1.4406280283082584,1.049617760202034,24.49377593360996,4.402543433635408,2.2245350358005807,0.7371512955862579
2020-03-31,4559.537490844727,12233722000,AAPL,0.2515309918537879,0.2192323101283934,0.1434644194756554,7.63,18.13719606465052,1.4959622869273836,1.3091868378879017,0.989947343226424,36.2876424715057,6.8346970042703,3.731624564325592,0.7552278401997503
2020-06-30,4881.889984130859,9314610800,AAPL,0.2523532487906916,0.2202482117176848,0.1486431128365433,10.25,16.872789271742665,1.4694496317589545,1.312753100148975,0.9762479279884178,31.043489190548016,6.677225253312549,3.49585279547063,0.7722282444287587
2020-09-30,6983.382461547852,10975589400,AAPL,0.2455139478688571,0.2132239046407107,0.1381279948624215,3.31,3.8487313512004615,1.3636044481554577,1.2185365113101565,0.8632438894792773,29.84388081753263,5.603338229403125,2.8654246264422167,0.7982666847799239
2020-12-31,7698.0000076293945,7339933400,AAPL,0.222878442877786,0.192532950912992,0.099349251809046,1.7,3.9364539447549514,1.16300270929083,1.0221799603039838,0.5797882376025417,21.057108385280515,3.116615489593995,1.640149735300567,0.8129550859473413
2021-03-31,7829.839988708496,6724535800,AAPL,0.2603658691725115,0.2233930676527211,0.1562501853730298,3.11,4.145795009740024,1.1417493067631714,0.9669596277670724,0.6564271278845701,26.059589959762405,7.138333938733503,3.389363770030154,0.7948202326505673
